Date,Quarter,P(win),DTE,Lots,Entry,Exit,PnL(pts),Trade PnL,Capital,DD%,Reason
2025-07-02,2025Q3,0.611,1,25,56.4,90.24,33.84,63121.6,263121.6,0.0,Target Hit
2025-09-04,2025Q3,0.668,5,25,68.85,61.96,-6.89,-13196.11,249925.49,5.02,Stop Loss
2025-11-19,2025Q4,0.638,6,25,109.25,98.33,-10.92,-20887.45,229038.04,12.95,Stop Loss
2025-12-17,2025Q4,0.606,6,25,78.7,125.92,47.22,88097.92,317135.96,0.0,Target Hit
2026-01-20,2026Q1,0.587,0,10,29.75,26.78,-2.97,-2314.49,314821.47,0.73,Stop Loss
