date,win,exit_reason,entry_prem,exit_prem,dte,Gap Up,Gap Up Strong,Gap Down,Prev India UP,Prev India DOWN,US UP,US DOWN,SGX UP,SGX DOWN,DAX UP,VIX Rising,VIX Falling,VIX Spike
2024-06-04,False,Stop Loss,386.45,347.81,2,False,False,True,True,False,True,False,False,True,True,False,False,False
2024-06-05,False,Stop Loss,241.6,217.44,1,True,True,False,False,True,True,False,False,True,False,False,False,False
2024-06-06,False,Stop Loss,105.65,95.09,0,True,True,False,True,False,True,False,True,False,True,False,True,False
2024-06-11,False,Stop Loss,127.85,115.06,2,False,False,False,False,True,True,False,True,False,False,True,False,False
2024-06-12,False,Stop Loss,86.15,77.54,1,True,False,False,True,False,True,False,False,True,False,False,False,False
2024-06-13,False,Stop Loss,51.1,45.99,0,True,True,False,True,False,True,False,True,False,True,False,True,False
2024-06-14,False,Stop Loss,111.0,99.9,6,True,False,False,True,False,True,False,False,True,False,False,True,False
2024-06-18,False,Stop Loss,64.0,57.6,2,True,False,False,True,False,True,False,True,False,True,False,False,False
2024-06-19,True,Target Hit,56.55,90.48,1,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-06-20,False,Stop Loss,60.75,54.68,0,True,False,False,False,True,False,False,False,True,False,False,False,False
2024-06-21,False,Stop Loss,116.75,105.08,6,True,False,False,True,False,False,True,False,True,True,True,False,True
2024-06-25,False,Stop Loss,92.35,83.11,2,True,False,False,True,False,False,True,True,False,True,False,False,False
2024-06-26,False,Stop Loss,73.9,66.51,1,False,False,False,True,False,True,False,True,False,False,False,True,False
2024-06-27,False,Stop Loss,51.55,46.39,0,False,False,False,True,False,True,False,False,True,False,False,True,False
2024-06-28,False,Stop Loss,134.6,121.14,6,True,False,False,True,False,True,False,True,False,True,False,True,False
2024-07-02,False,Stop Loss,100.9,90.81,2,True,False,False,True,False,True,False,False,True,True,False,True,False
2024-07-03,False,Stop Loss,69.4,62.46,1,True,True,False,False,True,True,False,True,False,False,False,True,False
2024-07-04,False,Stop Loss,38.0,34.2,0,True,False,False,True,False,True,False,True,False,True,False,False,False
2024-07-05,False,Stop Loss,103.7,93.33,6,False,False,True,True,False,False,False,True,False,True,False,False,False
2024-07-09,False,Stop Loss,67.15,60.44,2,False,False,False,False,True,True,False,True,False,False,False,True,False
2024-07-10,False,Stop Loss,57.55,51.8,1,False,False,False,True,False,True,False,False,True,False,False,False,False
2024-07-11,False,Stop Loss,34.0,30.6,0,True,False,False,False,True,True,False,True,False,True,False,False,False
2024-07-12,False,Stop Loss,92.35,83.11,6,True,False,False,False,True,False,True,False,True,True,False,False,False
2024-07-16,False,Stop Loss,79.65,71.69,2,False,False,False,True,False,True,False,True,False,False,True,False,True
2024-07-18,False,Stop Loss,32.65,29.38,0,False,False,True,True,False,False,True,False,True,False,True,False,True
2024-07-19,False,11:15 exit,193.6,245.2,6,True,False,False,True,False,False,True,False,True,False,True,False,True
2024-07-23,False,Stop Loss,209.55,188.6,2,True,False,False,False,True,True,False,True,False,True,False,True,False
2024-07-24,False,Stop Loss,87.75,78.98,1,False,False,False,False,True,False,True,False,True,True,False,True,False
2024-07-25,False,Stop Loss,57.5,51.75,0,False,False,True,False,True,False,True,False,True,False,True,False,True
2024-07-26,False,Stop Loss,135.75,122.17,6,False,False,False,False,True,False,True,False,True,False,False,False,False
