Date,Quarter,P(win),DTE,Lots,Entry,Exit,PnL(pts),Trade PnL,Capital,DD%,Reason
2025-07-02,2025Q3,0.611,1,25,56.4,78.96,22.56,41998.07,241998.07,0.0,Target Hit
2025-12-17,2025Q4,0.606,6,25,78.7,110.18,31.48,58622.35,300620.42,0.0,Target Hit
2026-03-05,2026Q1,0.75,5,18,211.4,191.1,-20.3,-27962.47,272657.95,9.3,11:15 exit
2026-03-20,2026Q1,0.912,4,17,210.35,190.55,-19.8,-25772.37,246885.58,17.87,11:15 exit
