Date,Quarter,P(win),DTE,Lots,Entry,Exit,PnL(pts),Trade PnL,Capital,DD%,Reason
2025-07-02,2025Q3,0.611,1,21,56.4,78.96,22.56,35270.83,235270.83,0.0,Target Hit
2025-12-17,2025Q4,0.606,6,18,78.7,110.18,31.48,42194.88,277465.71,0.0,Target Hit
