Date,Quarter,P(win),DTE,Lots,Entry,Exit,PnL(pts),Trade PnL,Capital,DD%,Reason
2025-07-29,2025Q3,0.658,2,25,65.35,55.55,-9.8,-18633.01,181366.99,9.32,Stop Loss
2025-09-04,2025Q3,0.644,5,25,68.85,58.52,-10.33,-19638.04,161728.95,19.14,Stop Loss
2025-12-17,2025Q4,0.699,6,25,78.7,110.18,31.48,58622.35,220351.3,0.0,Target Hit
2026-01-20,2026Q1,0.624,0,10,29.75,41.65,11.9,8824.05,229175.35,0.0,Target Hit
2026-01-27,2026Q1,0.74,0,10,68.95,58.61,-10.34,-7891.17,221284.18,3.44,Stop Loss
