india_date,india_open,ret_30,ret_60,dir_30,dir_60,gap_pct,gap_dir,prev_india_ret,SP500_ret,SP500_dir,SP500_level,NASDAQ_ret,NASDAQ_dir,NASDAQ_level,DOW_ret,DOW_dir,DOW_level,NIKKEI_ret,NIKKEI_dir,NIKKEI_level,DAX_ret,DAX_dir,DAX_level,HANGSENG_ret,HANGSENG_dir,HANGSENG_level,FTSE_ret,FTSE_dir,FTSE_level,SGX_ret,SGX_dir,SGX_level,VIX_US_ret,VIX_US_dir,VIX_US_level,VIX_EU_ret,VIX_EU_dir,VIX_EU_level,VIX_US_spike,VIX_EU_spike,VIX_INDIA_level,VIX_INDIA_ret,VIX_INDIA_spike,composite,sentiment,China_ret,HangSeng_ret,Oil_ret,DXY_ret
2023-04-17,17863.0,-0.0126742428483458,-0.0141465599283435,-1.0,-1.0,0.0019632039488445,1.0,0.0008757724412713,-0.0020693734728036,-1.0,4137.64013671875,-0.0035179069950378,-1.0,12123.4697265625,-0.004208755658116,-1.0,33886.46875,0.011950859470925,1.0,28493.470703125,0.004961393414415,1.0,15807.5,0.0046366422711012,1.0,20438.810546875,0.0036336283186941,1.0,7871.89990234375,0.0031645569620253,1.0,28530.0,-0.0410112119958089,-1.0,17.06999969482422,,,,0.0,0.0,,,,0.003133986142015,Neutral,0.005963727347617631,0.004636642271101277,0.004381608628421407,0.005346014296673918
2023-04-18,17766.6,-0.0025778708362882,-0.0054174687334661,-1.0,-1.0,0.003374422437821,1.0,-0.0067955121508301,0.0033061569029655,1.0,4151.31982421875,0.0028250988184479,1.0,12157.7197265625,0.0029720103986934,1.0,33987.1796875,0.0007478412851846,1.0,28514.779296875,-0.0011367848529179,-1.0,15789.5302734375,0.0168130464875579,1.0,20782.44921875,0.0009654718366003,1.0,7879.5,0.0033298282509639,1.0,28625.0,-0.0070298145301754,-1.0,16.950000762939453,,,,0.0,0.0,12.270000457763672,0.0302267518861292,0.0,-0.0115908096544054,Neutral,0.014217517626995413,0.016813046487557992,-0.020479821628224926,0.005416005965878323
2023-04-19,17653.35,-0.0010139718523678,-0.0013821739216634,-1.0,-1.0,-0.0003850698026111,0.0,-0.0026373533282438,0.0008552202959737,1.0,4154.8701171875,-0.0003544719247873,-1.0,12153.41015625,-0.000310434150377,-1.0,33976.62890625,0.0050517936593599,1.0,28658.830078125,0.0058988232597512,1.0,15882.669921875,-0.006348599808244,-1.0,20650.509765625,0.003794644627673,1.0,7909.39990234375,0.0022707423580785,1.0,28690.0,-0.0070796952113285,-1.0,16.829999923706055,,,,0.0,0.0,12.079999923706056,-0.015484965523159,0.0,-0.0054350535261283,Neutral,0.0022802302858799806,-0.006348599808244093,0.00037113421523327084,-0.0034279968594691512
2023-04-20,17638.6,0.0019219212409148,-0.0005896159559147,1.0,-1.0,0.0011266406527136,0.0,-0.0023442830162407,-8.42619976980652e-05,-1.0,4154.52001953125,0.0003143407859098,1.0,12157.23046875,-0.0023432927298256,-1.0,33897.01171875,-0.0018169029356067,-1.0,28606.759765625,0.0007889273969134,1.0,15895.2001953125,-0.0136921559423519,-1.0,20367.759765625,-0.0013401898737107,-1.0,7898.7998046875,-0.0038340885325897,-1.0,28580.0,-0.0219846013613006,-1.0,16.459999084472656,,,,0.0,0.0,12.149999618530272,0.0057946767604564,0.0,0.0053217660013989,Neutral,-0.006836999283405754,-0.013692155942351958,-0.021023954185137028,0.0021621741592445787
2023-04-21,17639.75,-0.0010175881177454,-0.0012528522229622,-1.0,-1.0,0.0008681565625166,0.0,0.0003234746363958,-0.0059525481529729,-1.0,4129.7900390625,-0.0080339760514174,-1.0,12059.5595703125,-0.0032566476926029,-1.0,33786.62109375,0.0017761727399849,1.0,28657.5703125,-0.0062427945248064,-1.0,15795.9697265625,0.0014341752768165,1.0,20396.970703125,0.0004811228367245,1.0,7902.60009765625,0.0017494751574527,1.0,28630.0,0.0431349350736636,1.0,17.170000076293945,,,,0.0,0.0,11.9399995803833,-0.0172839542996111,0.0,0.0099966266218362,Bullish,-0.0009198023884581241,0.0014341752768165517,-0.023623075544109917,-0.001274932639562465
2023-04-24,17707.55,-0.0045489071045965,-0.0042015976236124,-1.0,-1.0,0.0047377994869847,1.0,-2.260708945023282e-05,0.0009031888869577,1.0,4133.52001953125,0.0010697231975831,1.0,12072.4599609375,0.0006612038442084,1.0,33808.9609375,-0.0032522356521741,-1.0,28564.369140625,0.0054248286854716,1.0,15881.66015625,-0.0157494090201238,-1.0,20075.73046875,0.0014552172522825,1.0,7914.10009765625,0.0026196297589939,1.0,28705.0,-0.0232964249710482,-1.0,16.770000457763672,,,,0.0,0.0,11.630000114440918,-0.0259631052627249,0.0,-0.0184806221556439,Bearish,-0.019533541120506315,-0.015749409020123895,0.007504228544240599,-0.00019635353285030188
2023-04-25,17761.55,-0.0011907744538059,-0.0004335207231351,-1.0,-1.0,0.0010228935252224,0.0,0.0067719737565652,0.0008515791660903,1.0,4137.0400390625,-0.0029206777855622,-1.0,12037.2001953125,0.0019650855322888,1.0,33875.3984375,0.0010205158210037,1.0,28593.51953125,-0.0011151202558965,-1.0,15863.9501953125,-0.0057677112075817,-1.0,19959.939453125,-0.0002400654932722,-1.0,7912.2001953125,0.0012192997735587,1.0,28740.0,0.0071555711752655,1.0,16.889999389648438,,,,0.0,0.0,11.670000076293944,0.0034393775975425,0.0,-0.0053941599553634,Neutral,-0.007830373124134926,-0.005767711207581794,0.011429297011133155,-0.004616001002865966
2023-04-26,17767.3,-0.0018939287342476,-0.0008864599573373,-1.0,-1.0,-0.0001097401409739,0.0,0.0014568576938982,-0.0158108588827732,-1.0,4071.6298828125,-0.0197753659655172,-1.0,11799.16015625,-0.0101716977037401,-1.0,33530.828125,0.0009285593968584,1.0,28620.0703125,0.0005156147995482,1.0,15872.1298828125,-0.0171372560800251,-1.0,19617.880859375,-0.002666780053006,-1.0,7891.10009765625,-0.011830201809325,-1.0,28400.0,0.1107164539259537,1.0,18.76000022888184,,,,1.0,0.0,11.520000457763672,-0.0128534376649213,0.0,0.0122944117319984,Bullish,-0.003217855231770761,-0.017137256080025143,-0.021457623102689505,0.0050320882477437046
2023-04-27,17813.1,0.0011620661198781,0.0011059276599806,1.0,1.0,-2.8046514233906947e-05,0.0,0.0024958627615121,-0.0038411871973298,-1.0,4055.989990234375,0.004677405204621,1.0,11854.349609375,-0.0068282545959338,-1.0,33301.87109375,-0.0071138752334258,-1.0,28416.470703125,-0.0048134317591006,-1.0,15795.73046875,0.0071051849521448,1.0,19757.26953125,-0.0048789141594383,-1.0,7852.60009765625,-0.0019366197183098,-1.0,28345.0,0.0042643882052246,1.0,18.84000015258789,,,,0.0,0.0,11.649999618530272,0.011284648923689,0.0,0.0121186302089301,Bullish,-0.0002358499736930808,0.00710518495214485,-0.035941308603020916,-0.003828778591316917
2023-04-28,17950.4,-0.0021531553614404,-0.0034093947767181,-1.0,-1.0,0.0019731576081826,1.0,0.0056951528101938,0.019566149722497,1.0,4135.35009765625,0.0242856533244406,1.0,12142.240234375,0.0157435316779661,1.0,33826.16015625,0.0014501795386738,1.0,28457.6796875,0.00029879761318,1.0,15800.4501953125,0.0042014796373408,1.0,19840.279296875,-0.0026742734557777,-1.0,7831.60009765625,0.0139354383489151,1.0,28740.0,-0.0960721577114084,-1.0,17.030000686645508,,,,0.0,0.0,11.43000030517578,-0.0188840618504884,0.0,-0.0190363396521346,Bearish,0.006672523667974772,0.004201479637340855,0.006191104516539703,0.00029564185410446697
2023-05-02,18124.8,0.0020165739759886,0.002198644950565,1.0,1.0,0.0033102684749515,1.0,0.0083700136036979,-0.0003861064902076,-1.0,4167.8701171875,-0.0011434488352971,-1.0,12212.599609375,-0.0013625643520676,-1.0,34051.69921875,0.0092436987871735,1.0,29123.1796875,,,,,,,,,,0.0094550455561286,1.0,29360.0,0.0190114192529442,1.0,16.079999923706055,,,,0.0,0.0,,,,0.0087856220394448,Bullish,0.011379033334214972,0.0027364037981840728,-0.014587068702708761,0.0047211897863514984
2023-05-03,18113.8,-0.0019267078139317,-0.0016699974604997,-1.0,-1.0,-0.0018652767656626,-1.0,0.0045751669319125,-0.0115862629364003,-1.0,4119.580078125,-0.0108158662344585,-1.0,12080.509765625,-0.0107826621629449,-1.0,33684.53125,0.0011938782654603,1.0,29157.94921875,-0.0122745126396568,-1.0,15726.9404296875,0.0019724092432569,1.0,19933.810546875,-0.0124005916251943,-1.0,7773.0,-0.0177111716621253,-1.0,28840.0,0.1057214409829203,1.0,17.780000686645508,,,,1.0,0.0,11.899999618530272,0.0867579749600826,1.0,0.0192096582078859,Bullish,0.011379033334214972,0.001972409243256923,-0.05286809154627636,-0.0018600336619487567
